method,method_class,p,rep,n_full,n_sample,rho,rho_tilde,time_fit_full_s,time_fit_sample_s,time_score_s,time_total_s,dataset
ECOD,II,0.05,8,286048,14302,0.9839160839160839,0.9997588554968134,7.515387178980745,0.5155663109617308,7.515387178980745,8.037602341966704,covertype
ECOD,II,0.05,9,286048,14302,0.9825174825174825,0.999756920616788,8.190388244925998,0.6286846060538664,8.190388244925998,8.839748352998868,covertype
ECOD,II,0.1,0,286048,28604,0.9919580419580419,0.9998920284115672,7.171582889044657,0.8561505579855293,7.171582889044657,8.04983757599257,covertype
ECOD,II,0.1,1,286048,28604,0.9853146853146854,0.9997909975171476,8.226778459968045,0.9290147549472749,8.226778459968045,9.173013078048825,covertype
ECOD,II,0.1,2,286048,28604,0.9881118881118881,0.9998720189058533,8.069649369106628,0.7648482900112867,8.069649369106628,8.882570674060844,covertype
ECOD,II,0.1,3,286048,28604,0.9923076923076923,0.9999297341504171,7.296531356056221,0.8340893449494615,7.296531356056221,8.145893589942716,covertype
ECOD,II,0.1,4,286048,28604,0.9905594405594406,0.9999140195231848,7.629791494924575,0.6001506650354713,7.629791494924575,8.294598322943784,covertype
ECOD,II,0.1,5,286048,28604,0.9888111888111888,0.9998865564195794,7.699941893108189,0.7989483639830723,7.699941893108189,8.522652160958387,covertype
ECOD,II,0.1,6,286048,28604,0.9853146853146854,0.9998782759479962,7.692065105075017,0.6500973909860477,7.692065105075017,8.364792536944151,covertype
ECOD,II,0.1,7,286048,28604,0.9867132867132867,0.9998026826711239,6.833538651932031,0.779355667065829,6.833538651932031,7.631191542954184,covertype
ECOD,II,0.1,8,286048,28604,0.9863636363636363,0.9998691008625187,6.851901708985679,0.6837644280167297,6.851901708985679,7.6045861130114645,covertype
ECOD,II,0.1,9,286048,28604,0.987062937062937,0.9999143272775103,8.299883923958987,0.6927560579497367,8.299883923958987,9.057785297045484,covertype
HBOS,II,0.01,0,286048,2860,0.8496503496503497,0.936840081037927,0.3846507529960945,0.004457234055735171,0.3846507529960945,0.39252828201279044,covertype
HBOS,II,0.01,1,286048,2860,0.8356643356643356,0.9299855050602804,0.5577624279540032,0.01836401503533125,0.5577624279540032,0.5893733139382675,covertype
HBOS,II,0.01,2,286048,2860,0.8636363636363636,0.9597333491793758,0.4105253340676427,0.006050047930330038,0.4105253340676427,0.4207182239042595,covertype
HBOS,II,0.01,3,286048,2860,0.8286713286713286,0.9039631894902066,0.4533324270742014,0.018967692041769624,0.4533324270742014,0.48393056099303067,covertype
HBOS,II,0.01,4,286048,2860,0.8706293706293706,0.9467737633334639,0.4858000109670684,0.006448948057368398,0.4858000109670684,0.4960577409947291,covertype
HBOS,II,0.01,5,286048,2860,0.8706293706293706,0.9307965914962318,0.6691495169652626,0.017581933992914855,0.6691495169652626,0.7020873529836535,covertype
HBOS,II,0.01,6,286048,2860,0.8202443280977313,0.9330801751878369,0.29686613695230335,0.0080914250575006,0.29686613695230335,0.3090480900136754,covertype
HBOS,II,0.01,7,286048,2860,0.8426573426573427,0.9473796161138762,0.7148002309259027,0.013002171996049583,0.7148002309259027,0.7350123659707606,covertype
HBOS,II,0.01,8,286048,2860,0.8286713286713286,0.9371841518457318,0.2727852499810979,0.005847638007253408,0.2727852499810979,0.28020715003367513,covertype
HBOS,II,0.01,9,286048,2860,0.8691099476439791,0.9490841229978241,0.6865568180801347,0.012982165906578302,0.6865568180801347,0.707031792961061,covertype
HBOS,II,0.05,0,286048,14302,0.8923076923076924,0.9582943243677561,0.27601522905752063,0.014768587076105177,0.27601522905752063,0.299050212954171,covertype
HBOS,II,0.05,1,286048,14302,0.8795811518324608,0.965731435313373,0.6627541950438172,0.05209824105259031,0.6627541950438172,0.724143082043156,covertype
HBOS,II,0.05,2,286048,14302,0.9087731562390773,0.969768894242712,0.2275013169273734,0.015110932989045978,0.2275013169273734,0.25115577201358974,covertype
HBOS,II,0.05,3,286048,14302,0.8741258741258742,0.9475261628069084,0.6397132169222459,0.05474993900861591,0.6397132169222459,0.7117723549017683,covertype
HBOS,II,0.05,4,286048,14302,0.8581411600279525,0.9307511613705512,0.26594117702916265,0.026312596979551017,0.26594117702916265,0.3011620390461758,covertype
HBOS,II,0.05,5,286048,14302,0.8909090909090909,0.9443435866611631,0.657201677095145,0.04901849804446101,0.657201677095145,0.7161252651130781,covertype
HBOS,II,0.05,6,286048,14302,0.8731212862635442,0.9416440998392297,0.20550733199343085,0.025333859026432037,0.20550733199343085,0.23690024192910641,covertype
HBOS,II,0.05,7,286048,14302,0.8797202797202798,0.9591938827707974,0.6153718020068482,0.08510545606259257,0.6153718020068482,0.716262819012627,covertype
HBOS,II,0.05,8,286048,14302,0.893006993006993,0.9617871899666416,0.2665868930052966,0.025549042969942093,0.2665868930052966,0.30074259906541556,covertype
HBOS,II,0.05,9,286048,14302,0.8825174825174825,0.9587922641003152,0.45486278692260385,0.04725655203219503,0.45486278692260385,0.5195820539956912,covertype
HBOS,II,0.1,0,286048,28604,0.9083916083916084,0.9646386101475816,0.3566296419594437,0.03951741906348616,0.3566296419594437,0.40501600003335625,covertype
HBOS,II,0.1,1,286048,28604,0.9118881118881119,0.9738003311810468,0.2792309509823099,0.1226635220227763,0.2792309509823099,0.43140345404390246,covertype
HBOS,II,0.1,2,286048,28604,0.9411147999301066,0.9821308630110231,0.4468134680064395,0.027110224938951433,0.4468134680064395,0.4928418950876221,covertype
HBOS,II,0.1,3,286048,28604,0.9066433566433566,0.9605946566136131,0.1629246500087902,0.07105125498492271,0.1629246500087902,0.27136521390639246,covertype
HBOS,II,0.1,4,286048,28604,0.8933566433566433,0.9540031238619561,0.5097604389302433,0.0931632830761373,0.5097604389302433,0.62701418006327,covertype
HBOS,II,0.1,5,286048,28604,0.9374125874125874,0.9770377472961976,0.22887922695372254,0.06287429900839925,0.22887922695372254,0.31323557801079005,covertype
HBOS,II,0.1,6,286048,28604,0.8804195804195805,0.9534705616107153,0.6797324089566246,0.050366066046990454,0.6797324089566246,0.7477933750487864,covertype
HBOS,II,0.1,7,286048,28604,0.9003844809507165,0.96736743339712,0.2788290260359645,0.2090338069247082,0.2788290260359645,0.5072831599973142,covertype
HBOS,II,0.1,8,286048,28604,0.888694740520706,0.9600948364053549,0.5125337999779731,0.035677518928423524,0.5125337999779731,0.5652246649842709,covertype
HBOS,II,0.1,9,286048,28604,0.887062937062937,0.9671580524103137,0.28660555102396756,0.10823134402744472,0.28660555102396756,0.4634639220312238,covertype
IForest,III,0.01,0,286048,2860,0.8531468531468531,0.9628057162858317,6.563516119029373,0.6279062210815027,6.563516119029373,7.197488433914259,covertype
IForest,III,0.01,1,286048,2860,0.8496503496503497,0.9622798577580343,6.332943732966669,0.4735254339175299,6.332943732966669,6.814981171977706,covertype
IForest,III,0.01,2,286048,2860,0.8811188811188811,0.9672949051855522,6.660074979998171,0.7254926019813865,6.660074979998171,7.399332023924217,covertype
IForest,III,0.01,3,286048,2860,0.8741258741258742,0.9646453501276455,6.335742446011864,0.8039881850127131,6.335742446011864,7.1418142289621755,covertype
IForest,III,0.01,4,286048,2860,0.8601398601398601,0.9577574942192203,6.9250571329612285,0.25908333400730044,6.9250571329612285,7.185821844963357,covertype
IForest,III,0.01,5,286048,2860,0.8566433566433567,0.9495698868005016,6.5924309019465,0.38744926697108895,6.5924309019465,6.9816139719914645,covertype
IForest,III,0.01,6,286048,2860,0.8496503496503497,0.9669826507481505,6.949040957959369,0.5491640500258654,6.949040957959369,7.525163444923237,covertype
IForest,III,0.01,7,286048,2860,0.8601398601398601,0.9632736442291285,6.590655740001239,0.7645603269338608,6.590655740001239,7.359947163029574,covertype
IForest,III,0.01,8,286048,2860,0.8566433566433567,0.9596142091042388,6.759353689034469,0.3858759970171377,6.759353689034469,7.149377780966461,covertype
IForest,III,0.01,9,286048,2860,0.8566433566433567,0.9649976359357098,6.1993445249972865,0.704134343075566,6.1993445249972865,6.905139744980261,covertype
IForest,III,0.05,0,286048,14302,0.8601398601398601,0.9634859309517593,6.275774039095268,0.9383540620328858,6.275774039095268,7.220796815003268,covertype
IForest,III,0.05,1,286048,14302,0.8664335664335664,0.9624511233482897,7.064026243984699,1.2154112859861925,7.064026243984699,8.303943461971357,covertype
IForest,III,0.05,2,286048,14302,0.8615384615384616,0.962587480561863,6.661399570060894,1.0696430519456044,6.661399570060894,7.739330807933584,covertype
IForest,III,0.05,3,286048,14302,0.8643356643356643,0.9649534866449955,6.752273738035001,1.057801882037893,6.752273738035001,7.823419917956926,covertype
IForest,III,0.05,4,286048,14302,0.8601398601398601,0.966256690670074,7.012086095055565,1.0432365420274436,7.012086095055565,8.065695038996637,covertype
IForest,III,0.05,5,286048,14302,0.8468531468531468,0.9584216355205595,6.703276140033267,1.2557078989921138,6.703276140033267,7.968487945967354,covertype
IForest,III,0.05,6,286048,14302,0.8664335664335664,0.965766466940947,6.1116418649908155,1.1220843989867717,6.1116418649908155,7.24322863901034,covertype
IForest,III,0.05,7,286048,14302,0.8643356643356643,0.9654146051861211,6.477872562012635,1.1474335349630564,6.477872562012635,7.64179610600695,covertype
IForest,III,0.05,8,286048,14302,0.879020979020979,0.9660546730647394,6.471349379979074,1.4413750659441575,6.471349379979074,7.949846979929134,covertype
IForest,III,0.05,9,286048,14302,0.8531468531468531,0.9632574883101266,5.659955705050379,1.0167977379169315,5.659955705050379,6.689047851017676,covertype
IForest,III,0.1,0,286048,28604,0.8786713286713287,0.9632862465741082,5.427289339946583,1.3238827510504052,5.427289339946583,6.7638804810121655,covertype
IForest,III,0.1,1,286048,28604,0.8597902097902098,0.9604096055316654,7.138578556012362,1.760867067030631,7.138578556012362,8.915895955986343,covertype
IForest,III,0.1,2,286048,28604,0.8458041958041959,0.9684139819971126,6.131820854963735,1.7141548169311136,6.131820854963735,7.861838313983753,covertype
IForest,III,0.1,3,286048,28604,0.8604895104895105,0.9618304260976481,6.246675128932111,1.4589318049838766,6.246675128932111,7.736701278015971,covertype
IForest,III,0.1,4,286048,28604,0.8751748251748251,0.9677131309846728,6.450513239018619,1.2833883580751717,6.450513239018619,7.750229349941947,covertype
IForest,III,0.1,5,286048,28604,0.8423076923076923,0.9608788641011727,6.748734467080794,1.4135706750676036,6.748734467080794,8.219570343964733,covertype
IForest,III,0.1,6,286048,28604,0.8594405594405594,0.9615263397291032,6.668467628885992,1.4201088189147413,6.668467628885992,8.200764482025988,covertype
IForest,III,0.1,7,286048,28604,0.8597902097902098,0.9589273051289415,6.456997686997056,1.8549879440106452,6.456997686997056,8.326279673026875,covertype
IForest,III,0.1,8,286048,28604,0.8793706293706294,0.9625182795880668,6.786588741000742,1.4357192569877952,6.786588741000742,8.234490785980597,covertype
IForest,III,0.1,9,286048,28604,0.8510489510489511,0.9675287701088041,6.87884938006755,1.7704166349722072,6.87884938006755,8.713162765023299,covertype
EIF,III,0.01,0,286048,2860,0.8426573426573427,0.987571131953613,70.35930323996581,2.9695280890446156,70.35930323996581,73.3334443239728,covertype
EIF,III,0.01,1,286048,2860,0.7657342657342657,0.987075047142466,70.31589513097424,3.1140602389350533,70.31589513097424,73.43281760904938,covertype
EIF,III,0.01,2,286048,2860,0.7587412587412588,0.985971804316493,72.38305980397854,3.185035884962417,72.38305980397854,75.5732018010458,covertype
EIF,III,0.01,3,286048,2860,0.7902097902097902,0.9881977998755604,68.91811976605095,3.179714397061616,68.91811976605095,72.10239409899805,covertype
EIF,III,0.01,4,286048,2860,0.7412587412587412,0.98365073732986,67.4294915839564,3.0928589540999383,67.4294915839564,70.5333444540156,covertype
EIF,III,0.01,5,286048,2860,0.7377622377622378,0.9846635797387905,65.88608904695138,3.013810768024996,65.88608904695138,68.90316262899432,covertype
EIF,III,0.01,6,286048,2860,0.7517482517482518,0.980543594569172,69.81216414901428,2.8025775499409065,69.81216414901428,72.61742020305246,covertype
EIF,III,0.01,7,286048,2860,0.7202797202797203,0.9808156422037125,67.24353177996818,2.855597573914565,67.24353177996818,70.10320081294049,covertype
EIF,III,0.01,8,286048,2860,0.7132867132867133,0.9819970518721641,65.80847463198006,3.2233356330543756,65.80847463198006,69.03391812206246,covertype
EIF,III,0.01,9,286048,2860,0.8566433566433567,0.9880105911465209,68.36589605698828,3.131365527980961,68.36589605698828,71.50033145304769,covertype
EIF,III,0.05,0,286048,14302,0.806993006993007,0.9854517833198417,67.00059816602152,3.3616444919025525,67.00059816602152,70.36716988997068,covertype
EIF,III,0.05,1,286048,14302,0.7846153846153846,0.9832648152801029,46.11022752407007,7.295170299010351,46.11022752407007,53.43750080105383,covertype
EIF,III,0.05,2,286048,14302,0.7601398601398601,0.9829708464268851,68.12665960099548,6.889722898020409,68.12665960099548,75.02413899893872,covertype
EIF,III,0.05,3,286048,14302,0.7762237762237763,0.986717966960233,68.68285521597136,6.671932264929637,68.68285521597136,75.36377357400488,covertype
EIF,III,0.05,4,286048,14302,0.7902097902097902,0.985567668467001,67.04790136299562,7.028567036963068,67.04790136299562,74.08493020001333,covertype
EIF,III,0.05,5,286048,14302,0.7923076923076923,0.9893979201757821,67.32311495405156,7.119817238999531,67.32311495405156,74.4527724100044,covertype
EIF,III,0.05,6,286048,14302,0.7769230769230769,0.9808947684880052,69.26072728901636,8.71837284998037,69.26072728901636,77.98668366495986,covertype
EIF,III,0.05,7,286048,14302,0.7664335664335664,0.9837037342604817,67.805373991956,6.815694735036232,67.805373991956,74.62726766499691,covertype
EIF,III,0.05,8,286048,14302,0.7538461538461538,0.9865409763360252,67.72465069394093,7.0072291870601475,67.72465069394093,74.75961382803507,covertype
EIF,III,0.05,9,286048,14302,0.8034965034965035,0.9886388739884194,66.06817568594124,6.906536026042886,66.06817568594124,72.98264260706492,covertype
EIF,III,0.1,0,286048,28604,0.7538461538461538,0.9767385796840905,67.90421552502085,7.644376775017008,67.90421552502085,75.56099904107396,covertype
EIF,III,0.1,1,286048,28604,0.7695804195804196,0.9820522558247239,58.583204619935714,11.784908397006802,58.583204619935714,70.39779774902854,covertype
EIF,III,0.1,2,286048,28604,0.7737762237762238,0.9880899409713193,65.6094909979729,11.364827602985315,65.6094909979729,76.98689067200758,covertype
EIF,III,0.1,3,286048,28604,0.7947552447552447,0.9885158367920672,68.85260654694866,12.211156875011511,68.85260654694866,81.11166197794955,covertype
EIF,III,0.1,4,286048,28604,0.7461538461538462,0.9823102529930449,65.75727630697656,11.413182441960089,65.75727630697656,77.18979706196114,covertype
EIF,III,0.1,5,286048,28604,0.7702797202797202,0.9844263363992641,65.81579772604164,12.00991258805152,65.81579772604164,77.83922156295739,covertype
EIF,III,0.1,6,286048,28604,0.7737762237762238,0.9859835923200742,69.29277142090723,11.838330429047346,69.29277142090723,81.145750387921,covertype
EIF,III,0.1,7,286048,28604,0.8132867132867133,0.9868617429273947,67.39615139493253,11.014559478964657,67.39615139493253,78.42473413900007,covertype
EIF,III,0.1,8,286048,28604,0.7811188811188812,0.9857441550783715,66.4219690549653,11.101388441980816,66.4219690549653,77.54027931694873,covertype
EIF,III,0.1,9,286048,28604,0.7695804195804196,0.9836591743341837,66.15437301294878,11.226257272996008,66.15437301294878,77.40551219705958,covertype
ThreeSigma,I,0.01,0,245057,2450,0.928709055876686,0.9993348566808007,0.01752897910773754,0.0037320790579542518,0.01752897910773754,0.02357172896154225,skin
ThreeSigma,I,0.01,1,245057,2450,0.9884169884169884,0.9993316855880651,0.02239284897223115,0.004407539963722229,0.02239284897223115,0.03299412003252655,skin
ThreeSigma,I,0.01,2,245057,2450,0.9054325955734407,0.9992450710135057,0.020443096989765763,0.009676351095549762,0.020443096989765763,0.03394208604004234,skin
ThreeSigma,I,0.01,3,245057,2450,0.8685258964143426,0.9974606288140376,0.012692285934463143,0.0019790830556303263,0.012692285934463143,0.016746637993492186,skin
ThreeSigma,I,0.01,4,245057,2450,0.9184890656063618,0.9993513136366304,0.04404179204721004,0.0829008329892531,0.04404179204721004,0.20053572999313474,skin
ThreeSigma,I,0.01,5,245057,2450,0.9792843691148776,0.9986628917818573,0.031031202990561724,0.014283525990322232,0.031031202990561724,0.056642389041371644,skin
ThreeSigma,I,0.01,6,245057,2450,0.9816700610997964,0.9983496643723265,0.015760389040224254,0.0011142909061163664,0.015760389040224254,0.01889597694389522,skin
ThreeSigma,I,0.01,7,245057,2450,0.9230769230769231,0.9995626434119951,0.048309077974408865,0.008217056980356574,0.048309077974408865,0.059086409979499876,skin
ThreeSigma,I,0.01,8,245057,2450,0.998158379373849,0.9994754465487945,0.017703424906358123,0.0015739339869469404,0.017703424906358123,0.0477121559670195,skin
ThreeSigma,I,0.01,9,245057,2450,0.9831144465290806,0.9992444094518711,0.0323210220085457,0.017216934938915074,0.0323210220085457,0.06229834002442658,skin
ThreeSigma,I,0.05,0,245057,12252,0.9995920032639739,0.9999324849063358,0.01625360595062375,0.005790118942968547,0.01625360595062375,0.05236589803826064,skin
ThreeSigma,I,0.05,1,245057,12252,0.991929567131328,0.9999178974699939,0.016981597058475018,0.005597540060989559,0.016981597058475018,0.029072831966914237,skin
ThreeSigma,I,0.05,2,245057,12252,0.9929707732149463,0.9997591790507391,0.0186225880170241,0.00899440108332783,0.0186225880170241,0.033013288979418576,skin
ThreeSigma,I,0.05,3,245057,12252,0.9890377588306942,0.9998998959146649,0.013789498014375567,0.007461622008122504,0.013789498014375567,0.030941240955144167,skin
ThreeSigma,I,0.05,4,245057,12252,0.9899691358024691,0.9999351962507534,0.014799094991758466,0.008991745999082923,0.014799094991758466,0.02994260296691209,skin
ThreeSigma,I,0.05,5,245057,12252,0.9855732725892179,0.9989338762036046,0.013002121006138623,0.005204309010878205,0.013002121006138623,0.022474669036455452,skin
ThreeSigma,I,0.05,6,245057,12252,0.9823507322568532,0.999851509823015,0.011513204080983996,0.00466497999150306,0.011513204080983996,0.019535804050974548,skin
ThreeSigma,I,0.05,7,245057,12252,0.9966850828729282,0.9999322817656083,0.012728007975965738,0.005469504976645112,0.012728007975965738,0.022934128995984793,skin
ThreeSigma,I,0.05,8,245057,12252,0.9330754352030948,0.9997940983463978,0.014045683084987104,0.0046087889932096004,0.014045683084987104,0.022474950063042343,skin
ThreeSigma,I,0.05,9,245057,12252,0.9858841010401189,0.9998817962895516,0.011661102995276451,0.003637169022113085,0.011661102995276451,0.019433383946307003,skin
ThreeSigma,I,0.1,0,245057,24505,0.9910532736884913,0.9999592652505117,0.011507760034874082,0.005901332013309002,0.011507760034874082,0.024068342987447977,skin
ThreeSigma,I,0.1,1,245057,24505,0.9919520868425978,0.9999325838025187,0.016697564045898616,0.010887891985476017,0.016697564045898616,0.0453292359597981,skin
ThreeSigma,I,0.1,2,245057,24505,0.937246572697432,0.9999707191632219,0.018772477051243186,0.008663714048452675,0.018772477051243186,0.042785741039551795,skin
ThreeSigma,I,0.1,3,245057,24505,0.9956300072833212,0.999990387081815,0.02057366189546883,0.0151450140401721,0.02057366189546883,0.061512434971518815,skin
ThreeSigma,I,0.1,4,245057,24505,0.9908558888076079,0.9999702076282737,0.03914837201591581,0.10120715002994984,0.03914837201591581,0.22863852104637772,skin
ThreeSigma,I,0.1,5,245057,24505,0.991894439208294,0.999741429980781,0.01872980408370495,0.011571881943382323,0.01872980408370495,0.08120281202718616,skin
ThreeSigma,I,0.1,6,245057,24505,0.997920997920998,0.9999848329679015,0.033414077013731,0.032564613968133926,0.033414077013731,0.10446974902879447,skin
ThreeSigma,I,0.1,7,245057,24505,1.0,0.9999639819925977,0.053383534075692296,0.013021336984820664,0.053383534075692296,0.08426223101560026,skin
ThreeSigma,I,0.1,8,245057,24505,0.990154189113877,0.9997771197273206,0.02428457501810044,0.009273293078877032,0.02428457501810044,0.05547861207742244,skin
ThreeSigma,I,0.1,9,245057,24505,0.9891881986439436,0.9997819684240605,0.012980478000827134,0.0110029709758237,0.012980478000827134,0.035120944026857615,skin
BoxPlot,I,0.01,0,245057,2450,1.0,,0.05079840088728815,0.0032771240221336484,0.05079840088728815,0.05422678601462394,skin
BoxPlot,I,0.01,1,245057,2450,1.0,,0.047224513022229075,0.002070048009045422,0.047224513022229075,0.04945351602509618,skin
BoxPlot,I,0.01,2,245057,2450,1.0,,0.0437812979798764,0.0026632010703906417,0.0437812979798764,0.046581180999055505,skin
BoxPlot,I,0.01,3,245057,2450,1.0,,0.04163224797230214,0.0032247969647869468,0.04163224797230214,0.0450174700235948,skin
BoxPlot,I,0.01,4,245057,2450,1.0,,0.059354867902584374,0.0032136550871655345,0.059354867902584374,0.06281871092505753,skin
BoxPlot,I,0.01,5,245057,2450,1.0,,0.07441810006275773,0.014476589043624699,0.07441810006275773,0.08923742093611509,skin
BoxPlot,I,0.01,6,245057,2450,1.0,,0.08712321694474667,0.04737924796063453,0.08712321694474667,0.14487253595143557,skin
BoxPlot,I,0.01,7,245057,2450,1.0,,0.1540576540865004,0.014670248026959598,0.1540576540865004,0.1689911859575659,skin
BoxPlot,I,0.01,8,245057,2450,1.0,,0.144958829972893,0.015056209056638181,0.144958829972893,0.161426639999263,skin
BoxPlot,I,0.01,9,245057,2450,1.0,,0.12257629807572812,0.009273482020944357,0.12257629807572812,0.13205922895576805,skin
BoxPlot,I,0.05,0,245057,12252,1.0,,0.05468826601281762,0.00799535505939275,0.05468826601281762,0.0630372780142352,skin
BoxPlot,I,0.05,1,245057,12252,1.0,,0.05181754706427455,0.008111204020678997,0.05181754706427455,0.06046746205538511,skin
BoxPlot,I,0.05,2,245057,12252,1.0,,0.05199558404274285,0.006483395001851022,0.05199558404274285,0.058728212025016546,skin
BoxPlot,I,0.05,3,245057,12252,1.0,,0.045479518943466246,0.006553868995979428,0.045479518943466246,0.052314842003397644,skin
BoxPlot,I,0.05,4,245057,12252,1.0,,0.06483380100689828,0.011861026054248214,0.06483380100689828,0.07893577101640403,skin
BoxPlot,I,0.05,5,245057,12252,1.0,,0.18482769397087395,0.015805226983502507,0.18482769397087395,0.20354977098759264,skin
BoxPlot,I,0.05,6,245057,12252,1.0,,0.13481460395269096,0.01412472897209227,0.13481460395269096,0.14930767298210412,skin
BoxPlot,I,0.05,7,245057,12252,1.0,,0.10373061697464436,0.014519097981974483,0.10373061697464436,0.118754594004713,skin
BoxPlot,I,0.05,8,245057,12252,1.0,,0.10403585701715201,0.019607563968747854,0.10403585701715201,0.12734015693422407,skin
BoxPlot,I,0.05,9,245057,12252,1.0,,0.05848394602071494,0.010100773070007563,0.05848394602071494,0.06917735002934933,skin
BoxPlot,I,0.1,0,245057,24505,1.0,,0.04514885600656271,0.010972953983582556,0.04514885600656271,0.056765721063129604,skin
BoxPlot,I,0.1,1,245057,24505,1.0,,0.048432020004838705,0.0076756629860028625,0.048432020004838705,0.05672646698076278,skin
BoxPlot,I,0.1,2,245057,24505,1.0,,0.03947254305239767,0.008973642019554973,0.03947254305239767,0.049028558074496686,skin
BoxPlot,I,0.1,3,245057,24505,1.0,,0.046007442055270076,0.016889994964003563,0.046007442055270076,0.06385350902564824,skin
BoxPlot,I,0.1,4,245057,24505,1.0,,0.062064990983344615,0.027696139994077384,0.062064990983344615,0.09757723403163254,skin
BoxPlot,I,0.1,5,245057,24505,1.0,,0.1742536820238456,0.015618615900166333,0.1742536820238456,0.1904471410671249,skin
BoxPlot,I,0.1,6,245057,24505,1.0,,0.10158616001717746,0.017272100085392594,0.10158616001717746,0.12342099600937217,skin
BoxPlot,I,0.1,7,245057,24505,1.0,,0.14668442599941045,0.015158799011260271,0.14668442599941045,0.16465896798763424,skin
BoxPlot,I,0.1,8,245057,24505,1.0,,0.06896917999256402,0.01265145803336054,0.06896917999256402,0.08235176792368293,skin
BoxPlot,I,0.1,9,245057,24505,1.0,,0.04686507896985859,0.011381146032363176,0.04686507896985859,0.05883781798183918,skin
MAD,I,0.01,0,245057,2450,1.0,0.9986577033296794,0.03407271602191031,0.0024054679088294506,0.03407271602191031,0.03788308601360768,skin
MAD,I,0.01,1,245057,2450,1.0,0.9990761253759224,0.035492038005031645,0.004830378922633827,0.035492038005031645,0.04188194207381457,skin
MAD,I,0.01,2,245057,2450,1.0,0.9999711906033307,0.03289377596229315,0.0017651451053097844,0.03289377596229315,0.036401025019586086,skin
MAD,I,0.01,3,245057,2450,0.9448818897637795,0.9964120901607826,0.03456059691961855,0.0019568869611248374,0.03456059691961855,0.0383071459364146,skin
MAD,I,0.01,4,245057,2450,1.0,0.9890071173183226,0.03864271496422589,0.0067728940630331635,0.03864271496422589,0.04760160902515054,skin
MAD,I,0.01,5,245057,2450,1.0,0.9993332920112286,0.04915863601490855,0.006790542975068092,0.04915863601490855,0.0628800910199061,skin
MAD,I,0.01,6,245057,2450,1.0,0.9961075636166764,0.04839119594544172,0.006206459947861731,0.04839119594544172,0.06251145503483713,skin
MAD,I,0.01,7,245057,2450,1.0,0.9974107707006188,0.13117427099496126,0.017455805093050003,0.13117427099496126,0.15961002500262111,skin
MAD,I,0.01,8,245057,2450,1.0,0.9996255875908456,0.1228631129488349,0.005699760979041457,0.1228631129488349,0.13421013799961656,skin
MAD,I,0.01,9,245057,2450,1.0,0.9989160810544901,0.0983876489335671,0.0029355770675465465,0.0983876489335671,0.10386400402057916,skin
MAD,I,0.05,0,245057,12252,1.0,0.9997977298558592,0.05846984696108848,0.008167846943251789,0.05846984696108848,0.07679729990195483,skin
MAD,I,0.05,1,245057,12252,1.0,0.9997905450923025,0.07456010498572141,0.015342834987677634,0.07456010498572141,0.1032073909882456,skin
MAD,I,0.05,2,245057,12252,1.0,0.9995379479989451,0.039290361921302974,0.009113995940424502,0.039290361921302974,0.05356332892552018,skin
MAD,I,0.05,3,245057,12252,1.0,0.9998247842612257,0.03793845896143466,0.005790709052234888,0.03793845896143466,0.049007495981641114,skin
MAD,I,0.05,4,245057,12252,1.0,0.9996363660895353,0.0397085549775511,0.005531028029508889,0.0397085549775511,0.05030015902593732,skin
MAD,I,0.05,5,245057,12252,1.0,0.9976305388013674,0.03422287292778492,0.004442024976015091,0.03422287292778492,0.04275290493387729,skin
MAD,I,0.05,6,245057,12252,1.0,0.9996029078284077,0.0387621009722352,0.00808779802173376,0.0387621009722352,0.055662458995357156,skin
MAD,I,0.05,7,245057,12252,1.0,0.9993052690971741,0.04535947390832007,0.007988748955540359,0.04535947390832007,0.060771027114242315,skin
MAD,I,0.05,8,245057,12252,1.0,0.9995208164099427,0.08878234401345253,0.025109550915658474,0.08878234401345253,0.19845460599754006,skin
MAD,I,0.05,9,245057,12252,1.0,1.0,0.09229815495200455,0.015158943017013371,0.09229815495200455,0.11723333492409438,skin
MAD,I,0.1,0,245057,24505,1.0,0.9999999999999999,0.12125994206871837,0.023323503090068698,0.12125994206871837,0.20358587498776615,skin
MAD,I,0.1,1,245057,24505,1.0,0.9997626309369207,0.06658444588538259,0.018338834983296692,0.06658444588538259,0.10400518192909658,skin
MAD,I,0.1,2,245057,24505,1.0,0.9997590598651044,0.042281549074687064,0.006663057021796703,0.042281549074687064,0.06234184198547155,skin
MAD,I,0.1,3,245057,24505,1.0,0.9998209962119922,0.03922277793753892,0.007369802915491164,0.03922277793753892,0.056158988969400525,skin
MAD,I,0.1,4,245057,24505,1.0,1.0,0.04056610900443047,0.007118990062735975,0.04056610900443047,0.054324449971318245,skin
MAD,I,0.1,5,245057,24505,1.0,0.9990122919044158,0.03254551696591079,0.008662933018058538,0.03254551696591079,0.04932395298965275,skin
MAD,I,0.1,6,245057,24505,1.0,0.9995995117011854,0.044678605045191944,0.015271928044967353,0.044678605045191944,0.06950658792629838,skin
MAD,I,0.1,7,245057,24505,1.0,0.9995161531436653,0.05096104403492063,0.02563930896576494,0.05096104403492063,0.11631747893989086,skin
MAD,I,0.1,8,245057,24505,1.0,0.9995345818365292,0.1436558059649542,0.05176906893029809,0.1436558059649542,0.2287479400401935,skin
