method,p,rep,n_full,n_sample,rho,rho_tilde,time_fit_full_s,time_fit_sample_s,time_score_s,time_total_s,dataset,tier,method_class
KMeans,0.1,43,148,14,0.0,-0.26060233357689017,0.11097109102411196,0.1695896220044233,0.0004570700111798942,0.28261622600257397,lympho,T1,IV
KMeans,0.1,44,148,14,0.0,-0.1779888526847445,0.2710664930054918,0.3052396620041691,0.000500328023917973,0.5783890050370246,lympho,T1,IV
KMeans,0.1,45,148,14,0.0,0.1502785366698737,0.22334805398713797,0.13403283001389354,0.0006009300122968853,0.35971250804141164,lympho,T1,IV
KMeans,0.1,46,148,14,0.0,0.08454470502525364,0.2708547270158306,0.22927719197468832,0.0004730729851871729,0.5022154730395414,lympho,T1,IV
KMeans,0.1,47,148,14,0.0,0.04419956960878638,0.24194686900591478,0.14934933197218925,0.0005401060334406793,0.39350274205207825,lympho,T1,IV
KMeans,0.1,48,148,14,0.0,-0.0639474280819808,0.24883461598074064,0.35681800899328664,0.0004811830003745854,0.6078085019835271,lympho,T1,IV
KMeans,0.1,49,148,14,0.0,-0.38756244480665714,0.33202820597216487,0.2012958389823325,0.0007310719811357558,0.5355171129922383,lympho,T1,IV
ROD,0.1,0,148,14,0.0,0.5868131868131868,0.20207221899181604,0.057112451002467424,0.03268984495662153,0.3033714119810611,lympho,T1,IV
ROD,0.1,1,148,14,1.0,0.4021978021978022,0.1493763540056534,0.13766670000040904,0.008504143042955548,0.3148008089629002,lympho,T1,IV
ROD,0.1,2,148,14,0.0,0.832967032967033,0.1545105449622497,0.05340606498066336,0.012743822007905692,0.23567338002612814,lympho,T1,IV
ROD,0.1,3,148,14,1.0,0.7274725274725276,0.12815400602994487,0.06716997001785785,0.0200987959979102,0.2288809979800135,lympho,T1,IV
ROD,0.1,4,148,14,1.0,0.7846153846153847,0.3233430770342238,0.1314565089996904,0.011612051981501281,0.48453870200319216,lympho,T1,IV
ROD,0.1,5,148,14,0.0,-0.221978021978022,0.14729313796851784,0.07947081601014361,0.013254399003926665,0.25050821399781853,lympho,T1,IV
ROD,0.1,6,148,14,1.0,0.7538461538461538,0.15799879300175235,0.05878619401482865,0.016691669006831944,0.2502047009766102,lympho,T1,IV
ROD,0.1,7,148,14,0.0,0.6967032967032967,0.15682548499898985,0.06656351301353425,0.008805708028376102,0.295948576007504,lympho,T1,IV
ROD,0.1,8,148,14,0.0,0.7054945054945055,0.186754394962918,0.06955656403442845,0.012997345009353012,0.2777883280068636,lympho,T1,IV
ROD,0.1,9,148,14,0.0,0.7714285714285714,0.11701108398847282,0.04705732298316434,0.008071576012298465,0.18059769895626232,lympho,T1,IV
ROD,0.1,10,148,14,0.0,0.2879120879120879,0.12658530299086124,0.08491019799839705,0.010438366967719048,0.25034546601818874,lympho,T1,IV
ROD,0.1,11,148,14,0.0,0.9296703296703297,0.17345325800124556,0.13701848697382957,0.011593542993068695,0.34125971200410277,lympho,T1,IV
ROD,0.1,12,148,14,0.0,0.8505494505494505,0.16177876299479976,0.14710218395339325,0.014138918020762503,0.3343859619926661,lympho,T1,IV
ROD,0.1,13,148,14,0.0,0.5692307692307692,0.12477822101209313,0.09521965397289023,0.010065537004265934,0.24007931700907648,lympho,T1,IV
ROD,0.1,14,148,14,0.0,0.8681318681318682,0.18218403804348782,0.09538036200683564,0.011178593966178596,0.3052036050357856,lympho,T1,IV
ROD,0.1,15,148,14,0.0,0.7802197802197802,0.32930812396807596,0.07469946995843202,0.01875576499151066,0.4349191120127216,lympho,T1,IV
ROD,0.1,16,148,14,0.0,0.8637362637362638,0.14574263204121962,0.08562467899173498,0.011729176039807498,0.25234524899860844,lympho,T1,IV
ROD,0.1,17,148,14,0.0,0.47252747252747257,0.17245591199025512,0.11539318697759882,0.008652136952150613,0.30464879202190787,lympho,T1,IV
ROD,0.1,18,148,14,0.0,0.7406593406593407,0.1748960999539122,0.07997768500354141,0.043001292971894145,0.31325446302071214,lympho,T1,IV
ROD,0.1,19,148,14,0.0,0.8681318681318682,0.13047586899483576,0.0715024100500159,0.014284220989793539,0.2244457239867188,lympho,T1,IV
ROD,0.1,20,148,14,0.0,0.3494505494505495,0.13122846896294504,0.07289214798947796,0.010124026972334832,0.2285536840208806,lympho,T1,IV
ROD,0.1,21,148,14,0.0,0.6571428571428571,0.16787470399867743,0.0722277530003339,0.012328726006671786,0.27276154299033806,lympho,T1,IV
ROD,0.1,22,148,14,0.0,0.5912087912087912,0.18561596499057487,0.0812973830034025,0.014489958004560322,0.2920916279545054,lympho,T1,IV
ROD,0.1,23,148,14,1.0,0.7582417582417583,0.1314684780081734,0.05335284298053011,0.013724519987590611,0.21186494902940467,lympho,T1,IV
ROD,0.1,24,148,14,0.0,0.8021978021978022,0.1532676829956472,0.08933982200687751,0.01341157901333645,0.26745200401637703,lympho,T1,IV
ROD,0.1,25,148,14,0.0,0.8241758241758241,0.1534393810434267,0.048219541960861534,0.009303611004725099,0.22153313201852143,lympho,T1,IV
ROD,0.1,26,148,14,0.0,0.7274725274725276,0.17074329900788143,0.08852208399912342,0.010802582022733986,0.2846600570483133,lympho,T1,IV
ROD,0.1,27,148,14,0.0,0.5956043956043956,0.14344386500306427,0.05411756201647222,0.013127073005307466,0.21872887597419322,lympho,T1,IV
ROD,0.1,28,148,14,0.0,0.7098901098901099,0.1368444730178453,0.0816032140282914,0.010418852034490556,0.24068929598433897,lympho,T1,IV
ROD,0.1,29,148,14,0.0,0.8373626373626375,0.16907867201371118,0.05696004902711138,0.016997494036331773,0.2533100430155173,lympho,T1,IV
ROD,0.1,30,148,14,0.0,0.8681318681318682,0.19962903403211385,0.08294096996542066,0.022915981011465192,0.31611615302972496,lympho,T1,IV
ROD,0.1,31,148,14,0.0,0.7054945054945055,0.14861830801237375,0.05778602202190086,0.008453705988358706,0.22364374698372558,lympho,T1,IV
ROD,0.1,32,148,14,1.0,0.8109890109890111,0.1526499420288019,0.08894024300388992,0.011674015026073903,0.29092536197276786,lympho,T1,IV
ROD,0.1,33,148,14,0.0,0.7934065934065934,0.20735451200744137,0.055721179000101984,0.018105023948010057,0.2945628489833325,lympho,T1,IV
ROD,0.1,34,148,14,0.0,0.665934065934066,0.19296674098586664,0.07885394699405879,0.011141786002554,0.30141736997757107,lympho,T1,IV
ROD,0.1,35,148,14,0.0,0.7010989010989012,0.16288753901608288,0.06522378796944395,0.011985679971985519,0.2555885419715196,lympho,T1,IV
ROD,0.1,36,148,14,0.0,0.6967032967032967,0.1998476639855653,0.12218259699875489,0.02526916703209281,0.35974944301415235,lympho,T1,IV
ROD,0.1,37,148,14,1.0,0.7142857142857143,0.1933272650348954,0.08530136098852381,0.02779205096885562,0.31420221395092085,lympho,T1,IV
ROD,0.1,38,148,14,1.0,0.2923076923076923,0.13522425503470004,0.0519143589772284,0.0078100310056470335,0.20445201499387622,lympho,T1,IV
ROD,0.1,39,148,14,0.0,0.7582417582417583,0.15728306502569467,0.09122616198146716,0.008081423002295196,0.27200507099041715,lympho,T1,IV
ROD,0.1,40,148,14,0.0,0.7098901098901099,0.14577437401749194,0.08748893800657243,0.020629333041142672,0.26256360998377204,lympho,T1,IV
ROD,0.1,41,148,14,1.0,0.6307692307692307,0.14069300499977544,0.06110933900345117,0.008973485964816064,0.21894470398547128,lympho,T1,IV
ROD,0.1,42,148,14,0.0,0.7538461538461538,0.1029865620075725,0.04355416900943965,0.00888102501630783,0.16523927700472996,lympho,T1,IV
ROD,0.1,43,148,14,0.0,0.745054945054945,0.1328848929842934,0.06085691804764792,0.012256344023626298,0.22305661195423454,lympho,T1,IV
ROD,0.1,44,148,14,1.0,0.5428571428571429,0.16313009499572217,0.0822883719811216,0.02134700503665954,0.27555089397355914,lympho,T1,IV
ROD,0.1,45,148,14,0.0,0.4065934065934066,0.180428261985071,0.0781799370306544,0.008762180979829282,0.2908853309927508,lympho,T1,IV
ROD,0.1,46,148,14,0.0,0.39780219780219783,0.13873312098439783,0.07453683798667043,0.017658726021181792,0.2389698899933137,lympho,T1,IV
ROD,0.1,47,148,14,0.0,0.6307692307692307,0.17381861101603135,0.05052192695438862,0.012880878988653421,0.24637517798691988,lympho,T1,IV
ROD,0.1,48,148,14,0.0,0.5736263736263736,0.11207079299492761,0.06298784702084959,0.02028370404150337,0.20509959803894162,lympho,T1,IV
ROD,0.1,49,148,14,0.0,0.45494505494505494,0.1586867609876208,0.059849098965059966,0.01079490699339658,0.24011316400719807,lympho,T1,IV
ABOD,0.1,0,148,14,1.0,0.8461538461538461,0.0005280430195853114,0.0004816610016860068,0.12240608502179384,0.15320000803330913,lympho,T1,IV
ABOD,0.1,1,148,14,1.0,0.410989010989011,0.0005127069889567792,0.0005083819851279259,0.0704672490246594,0.10344594198977575,lympho,T1,IV
ABOD,0.1,2,148,14,0.0,0.8681318681318682,0.0003588050021789968,0.0006819510017521679,0.059276744024828076,0.08141584700206295,lympho,T1,IV
ABOD,0.1,3,148,14,1.0,0.7274725274725276,0.000545980001334101,0.000635177013464272,0.06499386701034382,0.1026971330284141,lympho,T1,IV
ABOD,0.1,4,148,14,1.0,0.7626373626373627,0.000518855988048017,0.0005843460094183683,0.08698010101215914,0.16313320002518594,lympho,T1,IV
ABOD,0.1,5,148,14,1.0,0.3406593406593406,0.0004562470130622387,0.00046793301589787006,0.09105508000357077,0.13149619399337098,lympho,T1,IV
ABOD,0.1,6,148,14,0.0,0.8241758241758241,0.0035442159860394895,0.0005724020302295685,0.11818307399516925,0.18492983997566625,lympho,T1,IV
ABOD,0.1,7,148,14,1.0,0.48571428571428577,0.0004929470014758408,0.0005210909876041114,0.11890393501380458,0.1570249540382065,lympho,T1,IV
ABOD,0.1,8,148,14,1.0,0.7186813186813187,0.0005006440333090723,0.0004440050106495619,0.110151136002969,0.14471459202468395,lympho,T1,IV
ABOD,0.1,9,148,14,1.0,0.7846153846153847,0.0004891009884886444,0.0005528010078705847,0.08073325204895809,0.13031517004128546,lympho,T1,IV
ABOD,0.1,10,148,14,1.0,0.6879120879120879,0.00035613897489383817,0.0005612380336970091,0.0701161139877513,0.10031450702808797,lympho,T1,IV
ABOD,0.1,11,148,14,1.0,0.5780219780219781,0.0005559519631788135,0.0004646859597414732,0.10118622897425666,0.1530800110194832,lympho,T1,IV
ABOD,0.1,12,148,14,0.0,0.6527472527472528,0.0005269519751891494,0.013535653008148074,0.11838003696175292,0.1676390509819612,lympho,T1,IV
ABOD,0.1,13,148,14,1.0,0.5780219780219781,0.0005195880075916648,0.0006975510041229427,0.16450889699626714,0.2051855399622582,lympho,T1,IV
ABOD,0.1,14,148,14,1.0,0.8461538461538461,0.00044674897799268365,0.004731255990918726,0.13775969401467592,0.22968122700694948,lympho,T1,IV
ABOD,0.1,15,148,14,0.0,0.45054945054945056,0.0004303170135244727,0.0006250250153243542,0.06405174697283655,0.10591262497473508,lympho,T1,IV
ABOD,0.1,16,148,14,1.0,0.8109890109890111,0.00046214397298172116,0.0005424129776656628,0.0931374859646894,0.12868937599705532,lympho,T1,IV
ABOD,0.1,17,148,14,1.0,0.6087912087912088,0.0004947199486196041,0.0004946160479448736,0.10849187202984467,0.25572057702811435,lympho,T1,IV
ABOD,0.1,18,148,14,0.0,0.8549450549450549,0.0004647019668482244,0.0007590259774588048,0.11846538598183542,0.2459546549944207,lympho,T1,IV
ABOD,0.1,19,148,14,1.0,0.7054945054945055,0.00042333698365837336,0.0005533550283871591,0.17961081099929288,0.26607831404544413,lympho,T1,IV
ABOD,0.1,20,148,14,1.0,0.7230769230769231,0.00041932397289201617,0.0005411180318333209,0.12686373898759484,0.18881614902056754,lympho,T1,IV
ABOD,0.1,21,148,14,1.0,0.6439560439560439,0.00035217299591749907,0.0005330400308594108,0.08597376401303336,0.12475466099567711,lympho,T1,IV
ABOD,0.1,22,148,14,1.0,0.5120879120879122,0.0005546450265683234,0.0004825189826078713,0.16207181004574522,0.21890976099530235,lympho,T1,IV
ABOD,0.1,23,148,14,0.0,0.7934065934065934,0.0005482259439304471,0.0004690470523200929,0.14904605702031404,0.1845884719514288,lympho,T1,IV
ABOD,0.1,24,148,14,1.0,0.8681318681318682,0.0005912189953960478,0.0004861570196226239,0.17357106297276914,0.21375728299608454,lympho,T1,IV
ABOD,0.1,25,148,14,1.0,0.8593406593406594,0.0004010580014437437,0.0005433609476312995,0.08700907201273367,0.1062538800179027,lympho,T1,IV
ABOD,0.1,26,148,14,1.0,0.7626373626373627,0.0005717889871448278,0.0015886860201135278,0.08719469502102584,0.11379607999697328,lympho,T1,IV
ABOD,0.1,27,148,14,1.0,0.832967032967033,0.0004508020356297493,0.0020043280092068017,0.08205437602009624,0.15465980803128332,lympho,T1,IV
ABOD,0.1,28,148,14,0.0,0.7274725274725276,0.0004656959790736437,0.0005594720132648945,0.10029224801110104,0.18175600899849087,lympho,T1,IV
ABOD,0.1,29,148,14,1.0,0.7318681318681319,0.00046914396807551384,0.0005743709625676274,0.11649323796154931,0.2028688279679045,lympho,T1,IV
ABOD,0.1,30,148,14,1.0,0.6703296703296703,0.0005255740252323449,0.0004704429884441197,0.1572741949930787,0.202532246010378,lympho,T1,IV
ABOD,0.1,31,148,14,1.0,0.6791208791208792,0.00035448302514851093,0.0005564260063692927,0.0907033080002293,0.12133823300246149,lympho,T1,IV
ABOD,0.1,32,148,14,1.0,0.6703296703296703,0.0005418499931693077,0.0005671760300174356,0.04955497896298766,0.07207521901000291,lympho,T1,IV
ABOD,0.1,33,148,14,0.0,0.8637362637362638,0.0005631440435536206,0.001200216996949166,0.07036526699084789,0.09595371497562155,lympho,T1,IV
ABOD,0.1,34,148,14,1.0,0.7802197802197802,0.00048129900824278593,0.0006431840010918677,0.06454369198763743,0.0847083610133268,lympho,T1,IV
ABOD,0.1,35,148,14,1.0,0.7406593406593407,0.0005905519938096404,0.0005268429522402585,0.07166497403522953,0.09369630803121254,lympho,T1,IV
ABOD,0.1,36,148,14,1.0,0.7054945054945055,0.00045143801253288984,0.0005999059649184346,0.1212562540313229,0.14963103196350858,lympho,T1,IV
ABOD,0.1,37,148,14,0.0,0.5692307692307692,0.0004348690272308886,0.0005376129993237555,0.12541396502638236,0.15538505499716848,lympho,T1,IV
ABOD,0.1,38,148,14,0.0,0.5428571428571429,0.0005024640122428536,0.0025997799821197987,0.12173938099294901,0.17152447497937828,lympho,T1,IV
ABOD,0.1,39,148,14,0.0,0.4241758241758242,0.0005312900175340474,0.0005384649848565459,0.06710383098106831,0.08931389602366835,lympho,T1,IV
ABOD,0.1,40,148,14,1.0,0.7098901098901099,0.0010546150151640177,0.0006134610157459974,0.07072465302189812,0.09376343502663076,lympho,T1,IV
ABOD,0.1,41,148,14,1.0,0.6747252747252748,0.0003951819962821901,0.0005475219804793596,0.06317303300602362,0.07413950399495661,lympho,T1,IV
ABOD,0.1,42,148,14,0.0,0.7582417582417583,0.0005555819952860475,0.0005720200133509934,0.06892351800343022,0.09410258498974144,lympho,T1,IV
ABOD,0.1,43,148,14,1.0,0.8637362637362638,0.00039897399256005883,0.000597022008150816,0.0970822999952361,0.15330790798179805,lympho,T1,IV
ABOD,0.1,44,148,14,0.0,0.5648351648351648,0.00046567601384595037,0.00042774202302098274,0.090273592970334,0.15229388000443578,lympho,T1,IV
ABOD,0.1,45,148,14,1.0,0.8241758241758241,0.00040134700248017907,0.0005587710184045136,0.10233226197306067,0.1616704510524869,lympho,T1,IV
ABOD,0.1,46,148,14,0.0,0.44175824175824174,0.00038778502494096756,0.0063553990330547094,0.13160884199896827,0.2035592970205471,lympho,T1,IV
ABOD,0.1,47,148,14,1.0,0.7626373626373627,0.00048214796697720885,0.00039678800385445356,0.1050010760081932,0.15008832601597533,lympho,T1,IV
ABOD,0.1,48,148,14,0.0,0.5164835164835165,0.0004815880092792213,0.0006172110443003476,0.08027159998891875,0.10777456604409963,lympho,T1,IV
ABOD,0.1,49,148,14,1.0,0.5912087912087912,0.0004372729454189539,0.0005127330077812076,0.0719841190148145,0.10106233198894188,lympho,T1,IV
FeatureBagging,0.1,0,148,14,0.0,0.34323453113083496,0.03344907198334113,0.558256784977857,0.028572176001034677,1.7841081820079125,lympho,T1,IV
FeatureBagging,0.1,1,148,14,0.0,-0.11208791208791209,0.026885510014835745,0.44802328100195155,0.02129931398667395,1.2458348849904723,lympho,T1,IV
FeatureBagging,0.1,2,148,14,0.0,-0.18322474380399187,0.02817560499534011,0.5587019650265574,0.03646044502966106,0.9661945030093193,lympho,T1,IV
FeatureBagging,0.1,3,148,14,0.0,-0.4552532583967365,0.026628225983586162,0.40057409898145124,0.020119806984439492,0.9049839589861222,lympho,T1,IV
FeatureBagging,0.1,4,148,14,0.0,0.03314967720658979,0.02659000101266429,0.2741032090270892,0.019927196961361915,0.8493577769841067,lympho,T1,IV
FeatureBagging,0.1,5,148,14,0.0,0.5408441232768435,0.027890186000149697,0.28984694101382047,0.01889967202441767,1.0069435900077224,lympho,T1,IV
FeatureBagging,0.1,6,148,14,0.0,0.24445953500497025,0.0293142480077222,0.26027855701977387,0.019929893023800105,1.0180496499524452,lympho,T1,IV
FeatureBagging,0.1,7,148,14,0.0,0.2430591786806708,0.026849149959161878,0.43835806899005547,0.021425542945507914,1.0081769079552032,lympho,T1,IV
FeatureBagging,0.1,8,148,14,0.0,0.3933577597354859,0.02498138096416369,0.13736263301689178,0.021478247013874352,0.49908899096772075,lympho,T1,IV
FeatureBagging,0.1,9,148,14,0.0,0.18202088533138194,0.02505015896167606,0.39063266303855926,0.02057495602639392,0.6437273650080897,lympho,T1,IV
FeatureBagging,0.1,10,148,14,0.25,-0.12403473458920847,0.029116264020558447,0.057623673987109214,0.023031372984405607,0.2223861560341902,lympho,T1,IV
FeatureBagging,0.1,11,148,14,0.0,-0.17309805450036755,0.02685667300829664,0.4906902069924399,0.05070013401564211,1.4757847689907067,lympho,T1,IV
FeatureBagging,0.1,12,148,14,0.0,0.4788238947784653,0.027267469034995884,0.268454089993611,0.018851750995963812,0.9721510499948636,lympho,T1,IV
FeatureBagging,0.1,13,148,14,0.0,0.2207884899459026,0.032828789961058646,0.34640577202662826,0.02352618600707501,0.9106922450009733,lympho,T1,IV
FeatureBagging,0.1,14,148,14,0.0,0.5181702055440235,0.02980814501643181,0.32189068105071783,0.021604084002319723,0.8009963069926016,lympho,T1,IV
FeatureBagging,0.1,15,148,14,0.0,-0.12641841060267625,0.025975311989896,0.3712401249795221,0.01766320498427376,0.7724344360176474,lympho,T1,IV
FeatureBagging,0.1,16,148,14,0.0,0.40103174388565016,0.034737030044198036,0.4815344249946065,0.023262400005478412,1.362699835037347,lympho,T1,IV
FeatureBagging,0.1,17,148,14,0.13333333333333333,,0.02677513303933665,0.45953024696791545,0.021041197993326932,1.2646091899950989,lympho,T1,IV
FeatureBagging,0.1,18,148,14,0.0,0.20646981379633766,0.025756362010724843,0.28121195099083707,0.018973982019815594,0.9520076350308955,lympho,T1,IV
FeatureBagging,0.1,19,148,14,0.0,-0.13626919968535448,0.03239485598169267,0.3037770370137878,0.02209043997572735,0.7377567269722931,lympho,T1,IV
FeatureBagging,0.1,20,148,14,0.0,0.030587388596117565,0.02800491702510044,0.2652901620022021,0.02366700896527618,0.3938148890156299,lympho,T1,IV
FeatureBagging,0.1,21,148,14,0.0,0.4294572126963823,0.0271785439690575,0.10632332804379985,0.020745774963870645,0.566019220976159,lympho,T1,IV
FeatureBagging,0.1,22,148,14,0.0,-0.13761725291623295,0.028735322004649788,0.3767292169504799,0.030932847992517054,0.889600274967961,lympho,T1,IV
FeatureBagging,0.1,23,148,14,0.0,0.14333044225271557,0.030520308995619416,0.5825837730080821,0.03362906497204676,1.3789822080289014,lympho,T1,IV
FeatureBagging,0.1,24,148,14,0.0,-0.5553219661698708,0.027337640000041574,0.36863589397398755,0.0203614630154334,1.0464020629879087,lympho,T1,IV
FeatureBagging,0.1,25,148,14,0.0,0.15743413010658797,0.028860828024335206,0.248022428015247,0.020978757995180786,0.6407798069994897,lympho,T1,IV
FeatureBagging,0.1,26,148,14,0.0,-0.49660854465066,0.026872444024775177,0.4185708619770594,0.019846674986183643,0.6855774780269712,lympho,T1,IV
FeatureBagging,0.1,27,148,14,0.0,0.06897068041533848,0.02977699803886935,0.30039182305336,0.02051505504641682,0.9264692359720357,lympho,T1,IV
FeatureBagging,0.1,28,148,14,1.0,0.7558126403102473,0.025814359018113464,0.4208469410077669,0.021216028020717204,1.1196136249927804,lympho,T1,IV
FeatureBagging,0.1,29,148,14,0.0,0.4425511460883912,0.02434970799367875,0.6343797430163249,0.01875094696879387,1.244690453982912,lympho,T1,IV
FeatureBagging,0.1,30,148,14,0.0,-0.29101557898906216,0.02535860997159034,0.5097928239847533,0.020114888960961252,1.0638356190174818,lympho,T1,IV
FeatureBagging,0.1,31,148,14,0.0,0.15563293906372047,0.02833436703076586,0.39940514200134203,0.022654751024674624,0.7522290359484032,lympho,T1,IV
FeatureBagging,0.1,32,148,14,0.0,0.5075823554750464,0.02578023000387475,0.3754510349826887,0.01899146003415808,0.8417885309900157,lympho,T1,IV
FeatureBagging,0.1,33,148,14,1.0,0.49277462226059254,0.02728600602131337,0.25203410896938294,0.016604119969997555,0.6585611529881135,lympho,T1,IV
FeatureBagging,0.1,34,148,14,0.0,0.11124303292796531,0.02867359697120264,0.10752892604796216,0.022109116020146757,0.22574060899205506,lympho,T1,IV
FeatureBagging,0.1,35,148,14,0.0,0.20518924610712752,0.039316479000262916,0.2882426530122757,0.02513934700982645,0.9118471030378714,lympho,T1,IV
FeatureBagging,0.1,36,148,14,0.0,0.20445706564052057,0.02735057403333485,0.23365254601230845,0.020281617995351553,0.8105216360418126,lympho,T1,IV
FeatureBagging,0.1,37,148,14,0.0,-0.36199993928722696,0.02610349899623543,0.549804107984528,0.019172495987731963,1.3549813569989055,lympho,T1,IV
FeatureBagging,0.1,38,148,14,0.0,-0.19690699198851994,0.026913092005997896,0.36139499896671623,0.02816626097774133,1.1251390379620716,lympho,T1,IV
FeatureBagging,0.1,39,148,14,0.0,-0.06615251180894566,0.027832916006445885,0.5350390180246904,0.019101841025985777,1.1738262660219334,lympho,T1,IV
FeatureBagging,0.1,40,148,14,0.0,-0.2338738891074655,0.04035066597862169,0.6393788630375639,0.024005441984627396,1.5689953260007314,lympho,T1,IV
FeatureBagging,0.1,41,148,14,0.0,0.35146495078297274,0.029285130032803863,0.27450311701977625,0.04746815998805687,0.46559515898115933,lympho,T1,IV
FeatureBagging,0.1,42,148,14,0.0,-0.08167850024997227,0.029288279998581856,0.3436744940117933,0.02277145499829203,0.9019155250280164,lympho,T1,IV
FeatureBagging,0.1,43,148,14,0.4,-0.1824385740018631,0.028829427028540522,0.35244074201909825,0.019145939964801073,0.9594975510262884,lympho,T1,IV
FeatureBagging,0.1,44,148,14,0.0,-0.1032031374230672,0.030890420952346176,0.3782741680042818,0.020532900001853704,1.10851673403522,lympho,T1,IV
FeatureBagging,0.1,45,148,14,0.0,0.06813186813186813,0.027744144026655704,0.7117159150075167,0.02754480898147449,1.5119956320268102,lympho,T1,IV
FeatureBagging,0.1,46,148,14,0.0,-0.389010989010989,0.031164543004706502,0.5693365350016393,0.028008056979160756,1.4389927710290067,lympho,T1,IV
FeatureBagging,0.1,47,148,14,0.0,0.16556452753372758,0.027926301991101354,0.6379759539850056,0.03715296898735687,1.4031888089957647,lympho,T1,IV
FeatureBagging,0.1,48,148,14,0.0,-0.2885826549721947,0.0321885549928993,0.5501238990109414,0.02107232197886333,1.0956961949705146,lympho,T1,IV
FeatureBagging,0.1,49,148,14,0.13333333333333333,,0.028765412978827953,0.510678872000426,0.02466241898946464,1.284297036996577,lympho,T1,IV
ADOD,0.1,0,148,14,0.0,0.09010989010989012,0.07070555200334638,0.04713729600189254,0.04432303900830448,0.2101408790331334,lympho,T1,IV
ADOD,0.1,1,148,14,1.0,0.7010989010989012,0.04376675799721852,0.03148204000899568,0.04908268200233579,0.1636087080114521,lympho,T1,IV
ADOD,0.1,2,148,14,0.0,0.39780219780219783,0.0694432960008271,0.05798129900358617,0.12983333301963285,0.34665555198444054,lympho,T1,IV
ADOD,0.1,3,148,14,0.0,0.6087912087912088,0.13034201401751488,0.07221319200471044,0.186984577041585,0.4266197609831579,lympho,T1,IV
ADOD,0.1,4,148,14,1.0,0.44175824175824174,0.0623532910249196,0.04362738301279023,0.06731704104458913,0.21916556800715625,lympho,T1,IV
ADOD,0.1,5,148,14,0.0,0.3186813186813187,0.06219154305290431,0.09802467003464699,0.08030037896241993,0.3029192000394687,lympho,T1,IV
ADOD,0.1,6,148,14,0.0,0.0989010989010989,0.10538898396771401,0.06406035297550261,0.15080936200683936,0.38845251098973677,lympho,T1,IV
ADOD,0.1,7,148,14,0.0,0.5384615384615385,0.08475010498659685,0.07128565100720152,0.11112473998218775,0.33053278300212696,lympho,T1,IV
ADOD,0.1,8,148,14,0.0,0.07252747252747253,0.07669892796548083,0.03932222299044952,0.10775376402307302,0.2818057269905694,lympho,T1,IV
ADOD,0.1,9,148,14,0.0,0.44175824175824174,0.09595565899508074,0.09361448703566566,0.12373447400750592,0.35497242101700976,lympho,T1,IV
ADOD,0.1,10,148,14,1.0,0.6043956043956044,0.09380272298585624,0.03209748800145462,0.07568993599852547,0.25146653404226527,lympho,T1,IV
ADOD,0.1,11,148,14,1.0,0.2043956043956044,0.09401371399872005,0.01984578400151804,0.1299251319724135,0.2625552709796466,lympho,T1,IV
ADOD,0.1,12,148,14,0.0,0.8505494505494505,0.028903969970997423,0.012481898011174053,0.020233680959790945,0.07600404298864305,lympho,T1,IV
ADOD,0.1,13,148,14,0.0,0.4945054945054946,0.01822321000508964,0.023016970022581518,0.030005761014763266,0.08693845802918077,lympho,T1,IV
ADOD,0.1,14,148,14,0.0,0.6967032967032967,0.03850669501116499,0.0699592040036805,0.11073572299210355,0.2726411199546419,lympho,T1,IV
ADOD,0.1,15,148,14,0.0,0.26593406593406593,0.07855650503188372,0.02878662198781967,0.07687064202036709,0.2203575999592431,lympho,T1,IV
ADOD,0.1,16,148,14,0.0,0.2879120879120879,0.09910049202153459,0.03554913296829909,0.09402984904590994,0.28025347203947604,lympho,T1,IV
ADOD,0.1,17,148,14,0.0,0.3934065934065934,0.10824169003171846,0.06205381499603391,0.0671362149878405,0.32436163496458903,lympho,T1,IV
ADOD,0.1,18,148,14,0.0,0.8725274725274725,0.15363238099962473,0.06061377399601042,0.07861955900443718,0.35566249600378796,lympho,T1,IV
ADOD,0.1,19,148,14,1.0,0.6395604395604396,0.07458819897146896,0.052769154019188136,0.08418815000914037,0.2790348500129767,lympho,T1,IV
ADOD,0.1,20,148,14,1.0,0.15164835164835166,0.09096905699698254,0.10678796097636223,0.09822728199651465,0.38173429295420647,lympho,T1,IV
ADOD,0.1,21,148,14,1.0,0.3406593406593406,0.08994964201701805,0.07557055103825405,0.06827039201743901,0.28323075303342193,lympho,T1,IV
ADOD,0.1,22,148,14,1.0,0.14725274725274726,0.05964776099426672,0.03447327995672822,0.04903887800173834,0.1829142440110445,lympho,T1,IV
ADOD,0.1,23,148,14,0.0,0.5736263736263736,0.0398546009673737,0.05398493498796597,0.07338338001864031,0.19454943801974878,lympho,T1,IV
ADOD,0.1,24,148,14,1.0,0.45494505494505494,0.11847195203881711,0.05580914701567963,0.06526535999728367,0.3042333390330896,lympho,T1,IV
ADOD,0.1,25,148,14,1.0,0.03736263736263736,0.08798412996111438,0.04781128600006923,0.18846487096743658,0.38143070199294016,lympho,T1,IV
ADOD,0.1,26,148,14,1.0,0.5340659340659341,0.09521911200135946,0.048954776022583246,0.07282845198642462,0.2698049909668043,lympho,T1,IV
ADOD,0.1,27,148,14,0.0,0.02857142857142857,0.07621897396165878,0.06969520502025262,0.11671542702242732,0.3262697050231509,lympho,T1,IV
