method,k,p,kp_inv_sqrt,rep,n_full,n_sample,rho,rho_tilde,time_fit_s,time_score_s,time_total_s,dataset
KNN,20,0.1,0.7071067811865475,8,148,22,1.0,-0.07963852336774997,0.003100454923696816,0.002512172912247479,0.006750420085154474,lympho
KNN,20,0.1,0.7071067811865475,9,148,22,1.0,0.34340583125951757,0.00813501700758934,0.0030501140281558037,0.012309951009228826,lympho
KNN,20,0.1,0.7071067811865475,10,148,22,1.0,0.13898307302867696,0.003995186998508871,0.003633667016401887,0.008821858908049762,lympho
KNN,20,0.1,0.7071067811865475,11,148,22,1.0,-0.040090344438170535,0.0032162650022655725,0.0025947559624910355,0.0069931549951434135,lympho
KNN,20,0.1,0.7071067811865475,12,148,22,0.5,0.13499012116944853,0.011087173945270479,0.0033341889502480626,0.015502910013310611,lympho
KNN,20,0.1,0.7071067811865475,13,148,22,0.5,0.7545891292149925,0.008601651061326265,0.007003620965406299,0.01681338099297136,lympho
KNN,20,0.1,0.7071067811865475,14,148,22,0.5,0.26101699080995433,0.004615708952769637,0.004117668955586851,0.009920479031279683,lympho
KNN,20,0.1,0.7071067811865475,15,148,22,0.5,0.17005649717514124,0.0036220980109646916,0.002128671039827168,0.0068039740435779095,lympho
KNN,20,0.1,0.7071067811865475,16,148,22,0.5,0.28918385790275164,0.0031993419397622347,0.0035426639951765537,0.007782464032061398,lympho
KNN,20,0.1,0.7071067811865475,17,148,22,1.0,0.3343688357000566,0.0028773449594154954,0.00227185501717031,0.006208457052707672,lympho
KNN,20,0.1,0.7071067811865475,18,148,22,0.5,0.48404407465362925,0.0034522589994594455,0.003179339924827218,0.007772204000502825,lympho
KNN,20,0.1,0.7071067811865475,19,148,22,1.0,0.6472748069463935,0.0033564880723133683,0.0029975619399920106,0.00745078397449106,lympho
KNN,20,0.1,0.7071067811865475,20,148,22,1.0,0.29483198012741474,0.0031588069396093488,0.002725524944253266,0.007054460002109408,lympho
KNN,20,0.1,0.7071067811865475,21,148,22,1.0,0.27724449463579903,0.004679067991673946,0.0029041849775239825,0.008727611973881721,lympho
KNN,20,0.1,0.7071067811865475,22,148,22,1.0,0.4857385113210282,0.002920566941611469,0.0029592389473691583,0.00700703205075115,lympho
KNN,20,0.1,0.7071067811865475,23,148,22,0.5,0.4422479701911222,0.008847452932968736,0.0037457350408658385,0.013755814987234771,lympho
KNN,20,0.1,0.7071067811865475,24,148,22,1.0,0.13781418228178008,0.005468597053550184,0.0035085099516436458,0.010167413973249495,lympho
KNN,20,0.1,0.7071067811865475,25,148,22,1.0,0.4518497779730495,0.003856220981106162,0.0030152410035952926,0.008004381088539958,lympho
KNN,20,0.1,0.7071067811865475,26,148,22,1.0,-0.09375882892940778,0.005679961992427707,0.003728738985955715,0.010571167920716107,lympho
KNN,20,0.1,0.7071067811865475,27,148,22,0.5,0.6981079069683616,0.0029405930545181036,0.0025753610534593463,0.0064794180216267705,lympho
KNN,20,0.1,0.7071067811865475,28,148,22,0.8,0.6033899268074269,0.006214558961801231,0.002453545923344791,0.00958475994411856,lympho
KNN,20,0.1,0.7071067811865475,29,148,22,0.0,-0.016944366673989356,0.0027643339708447456,0.0036725549725815654,0.007593248970806599,lympho
KNN,20,0.2,0.5,0,148,29,1.0,0.9116886385201844,0.0071373580722138286,0.003853083006106317,0.012061939924024045,lympho
KNN,20,0.2,0.5,1,148,29,0.5,0.633575568298815,0.003134722006507218,0.002937584067694843,0.007153025013394654,lympho
KNN,20,0.2,0.5,2,148,29,0.5,0.7323562070576892,0.0029684670735150576,0.0025246849982067943,0.006610245909541845,lympho
KNN,20,0.2,0.5,3,148,29,0.5,0.6487684729064038,0.004652953008189797,0.004284502938389778,0.01003760495223105,lympho
KNN,20,0.2,0.5,4,148,29,1.0,0.7313708640276756,0.0036037489771842957,0.0022901869378983974,0.007139389985240996,lympho
KNN,20,0.2,0.5,5,148,29,0.5,0.8176891107971028,0.00293366308324039,0.004272231017239392,0.008351037045940757,lympho
KNN,20,0.2,0.5,6,148,29,1.0,0.7766966434083062,0.005630961968563497,0.0026064709527418017,0.009403916890732944,lympho
KNN,20,0.2,0.5,7,148,29,0.5,0.899371850645013,0.003012010012753308,0.003729389049112797,0.007825602078810334,lympho
KNN,20,0.2,0.5,8,148,29,1.0,0.6645320197044333,0.004801817936822772,0.0024794769706204534,0.008398317033424973,lympho
KNN,20,0.2,0.5,9,148,29,1.0,0.9285714285714284,0.0029106999281793833,0.0025038199964910746,0.0064851309871301055,lympho
KNN,20,0.2,0.5,10,148,29,0.5,0.9391476017952864,0.002992199966683984,0.0025459560565650463,0.0065972760785371065,lympho
KNN,20,0.2,0.5,11,148,29,1.0,0.6508190713240548,0.003596483962610364,0.003003916935995221,0.007719025947153568,lympho
KNN,20,0.2,0.5,12,148,29,0.5,0.7596403130637599,0.0035756909055635333,0.0030782700050622225,0.00772976700682193,lympho
KNN,20,0.2,0.5,13,148,29,0.5,0.7384236453201969,0.0035046020057052374,0.0032533929916098714,0.007834749994799495,lympho
KNN,20,0.2,0.5,14,148,29,0.0,0.8187192118226599,0.0045016700169071555,0.002479895018041134,0.008096750942058861,lympho
KNN,20,0.2,0.5,15,148,29,1.0,0.8130081547545763,0.0027434329967945814,0.0024877750547602773,0.00626049202401191,lympho
KNN,20,0.2,0.5,16,148,29,1.0,0.7345732288752203,0.002766652964055538,0.0028405649354681373,0.006700864993035793,lympho
KNN,20,0.2,0.5,17,148,29,1.0,0.8330049261083742,0.002862773952074349,0.002531231031753123,0.006445382023230195,lympho
KNN,20,0.2,0.5,18,148,29,0.0,0.8565094288394167,0.0030268189730122685,0.00243226601742208,0.006475703092291951,lympho
KNN,20,0.2,0.5,19,148,29,0.0,0.8267028021815019,0.0028003950137645006,0.0024194889701902866,0.00637864600867033,lympho
KNN,20,0.2,0.5,20,148,29,0.5,0.7890134312834776,0.003010935033671558,0.002636844990774989,0.006679716054350138,lympho
KNN,20,0.2,0.5,21,148,29,0.5,0.8239931088489643,0.002985025057569146,0.002560812048614025,0.006577432970516384,lympho
KNN,20,0.2,0.5,22,148,29,0.5,0.7995073891625614,0.0028997239423915744,0.002393007045611739,0.006345194997265935,lympho
KNN,20,0.2,0.5,23,148,29,1.0,0.6522970858690755,0.0034921469632536173,0.0050676040118560195,0.00966061803046614,lympho
KNN,20,0.2,0.5,24,148,29,1.0,0.82152975127393,0.002973727067001164,0.0025446489453315735,0.00656884303316474,lympho
KNN,20,0.2,0.5,25,148,29,0.5,0.8073891625615762,0.003820761921815574,0.002505339914932847,0.007491853088140488,lympho
KNN,20,0.2,0.5,26,148,29,1.0,0.834442006107197,0.0029934289632365108,0.0024575029965490103,0.0065727479523047805,lympho
KNN,20,0.2,0.5,27,148,29,1.0,0.8591133004926107,0.003512105904519558,0.0028653499903157353,0.007422358030453324,lympho
KNN,20,0.2,0.5,28,148,29,1.0,0.36580859989258957,0.006522165960632265,0.0036283700028434396,0.011216631042771041,lympho
KNN,20,0.2,0.5,29,148,29,1.0,0.8717822458046292,0.0027496530674397945,0.008119411999359727,0.011958529008552432,lympho
LOF,3,0.05,2.581988897471611,0,5000,250,0.2,0.15679158912000662,0.1333272330230102,0.004423554986715317,0.13894217694178224,annthyroid
LOF,3,0.05,2.581988897471611,1,5000,250,0.2,0.14628843139709224,0.1262779129901901,0.004004001966677606,0.1314126499928534,annthyroid
LOF,3,0.05,2.581988897471611,2,5000,250,0.28,0.15923573605497157,0.13173481496050954,0.004337349091656506,0.13717151596210897,annthyroid
LOF,3,0.05,2.581988897471611,3,5000,250,0.32,0.25470089442900584,0.1368871070444584,0.004154584952630103,0.142642364022322,annthyroid
LOF,3,0.05,2.581988897471611,4,5000,250,0.16,0.30679908113122156,0.1328391939168796,0.0034762469585984945,0.13713330496102571,annthyroid
LOF,3,0.05,2.581988897471611,5,5000,250,0.24,0.19733731327809462,0.12773746100720018,0.004329341929405928,0.13296971889212728,annthyroid
LOF,3,0.05,2.581988897471611,6,5000,250,0.28,0.1619975534226703,0.13245038001332432,0.004151007044129074,0.1377591909840703,annthyroid
LOF,3,0.05,2.581988897471611,7,5000,250,0.2,0.11974165894551596,0.1352261919528246,0.0037040719762444496,0.14013484807219356,annthyroid
LOF,3,0.05,2.581988897471611,8,5000,250,0.16,0.20165727223026242,0.12798197590745986,0.004022093955427408,0.13332047301810235,annthyroid
LOF,3,0.05,2.581988897471611,9,5000,250,0.16,0.07210032311009017,0.13229861308354884,0.004386616055853665,0.13794959895312786,annthyroid
LOF,3,0.05,2.581988897471611,10,5000,250,0.32,0.1581872803683801,0.13436005602125078,0.004539055051282048,0.1400964439380914,annthyroid
LOF,3,0.05,2.581988897471611,11,5000,250,0.36,0.16296403986838176,0.1348209170391783,0.004022871027700603,0.13972706603817642,annthyroid
LOF,3,0.05,2.581988897471611,12,5000,250,0.28,0.24234053326940283,0.12906686298083514,0.004412621958181262,0.13470979302655905,annthyroid
LOF,3,0.05,2.581988897471611,13,5000,250,0.28,0.2103736559878331,0.13535923999734223,0.004215540015138686,0.14074331801384687,annthyroid
LOF,3,0.05,2.581988897471611,14,5000,250,0.24,0.22273883706212336,0.1338539740536362,0.003923268988728523,0.13894818199332803,annthyroid
LOF,3,0.05,2.581988897471611,15,5000,250,0.4,0.20564092392673597,0.13324595394078642,0.004134810995310545,0.13899490796029568,annthyroid
LOF,3,0.05,2.581988897471611,16,5000,250,0.24,0.11458282131318125,0.13034912303555757,0.004492933047004044,0.13610161398537457,annthyroid
LOF,3,0.05,2.581988897471611,17,5000,250,0.16,0.07282879766846541,0.13113663997501135,0.004043165943585336,0.13644187804311514,annthyroid
LOF,3,0.05,2.581988897471611,18,5000,250,0.2,0.24707961007139415,0.1377442580414936,0.004613230004906654,0.14414031791966408,annthyroid
LOF,3,0.05,2.581988897471611,19,5000,250,0.16,0.24575117139299835,0.13463970192242414,0.004356374032795429,0.1402619439177215,annthyroid
LOF,3,0.05,2.581988897471611,20,5000,250,0.2,0.2537975569600734,0.13230865902733058,0.0035985709400847554,0.1370633760234341,annthyroid
LOF,3,0.05,2.581988897471611,21,5000,250,0.28,0.2831725600041765,0.13633143401239067,0.004126854939386249,0.14163875300437212,annthyroid
LOF,3,0.05,2.581988897471611,22,5000,250,0.24,0.18095001648554562,0.13905027508735657,0.004868013085797429,0.145204231957905,annthyroid
LOF,3,0.05,2.581988897471611,23,5000,250,0.28,0.07817486942339343,0.127397445961833,0.003934809006750584,0.13243439700454473,annthyroid
LOF,3,0.05,2.581988897471611,24,5000,250,0.16,0.12102413098130069,0.13447088398970664,0.003965846030041575,0.1395686729811132,annthyroid
LOF,3,0.05,2.581988897471611,25,5000,250,0.32,0.07124759817284397,0.13942465104628354,0.004206227022223175,0.14493360195774585,annthyroid
LOF,3,0.05,2.581988897471611,26,5000,250,0.2,0.13715396184957207,0.13818053505383432,0.004211541032418609,0.14358958404045552,annthyroid
LOF,3,0.05,2.581988897471611,27,5000,250,0.24,0.18861919892962142,0.13758679095190018,0.003921182942576706,0.1426310099195689,annthyroid
LOF,3,0.05,2.581988897471611,28,5000,250,0.16,0.1178773988580001,0.13721571792848408,0.004177264985628426,0.14262636296916753,annthyroid
LOF,3,0.05,2.581988897471611,29,5000,250,0.24,0.25058331541585943,0.1365165850147605,0.0038910619914531708,0.14123852795455605,annthyroid
LOF,3,0.1,1.8257418583505536,0,5000,500,0.26,0.15632140706471298,0.13308776495978236,0.0066749840043485165,0.14112803200259805,annthyroid
LOF,3,0.1,1.8257418583505536,1,5000,500,0.26,0.18386686932020427,0.13257618807256222,0.006037082988768816,0.1399008190492168,annthyroid
LOF,3,0.1,1.8257418583505536,2,5000,500,0.26,0.19368246219305899,0.13541064504534006,0.006522571085952222,0.1431942710187286,annthyroid
LOF,3,0.1,1.8257418583505536,3,5000,500,0.26,0.2193903971476174,0.13248293695505708,0.006240969989448786,0.13996741501614451,annthyroid
LOF,3,0.1,1.8257418583505536,4,5000,500,0.3,0.24502046546765255,0.13619902601931244,0.006174035952426493,0.14358676504343748,annthyroid
LOF,3,0.1,1.8257418583505536,5,5000,500,0.22,0.18960941983842997,0.14158491208218038,0.0064512030221521854,0.14940711692906916,annthyroid
LOF,3,0.1,1.8257418583505536,6,5000,500,0.3,0.22437397524956068,0.14220172993373126,0.006340055959299207,0.14973862806800753,annthyroid
LOF,3,0.1,1.8257418583505536,7,5000,500,0.28,0.23531360334207485,0.13733206107281148,0.006441447068937123,0.1450001719640568,annthyroid
LOF,3,0.1,1.8257418583505536,8,5000,500,0.26,0.18777878813217505,0.13232596800662577,0.005105914897285402,0.13873886095825583,annthyroid
LOF,3,0.1,1.8257418583505536,9,5000,500,0.28,0.17194573994504228,0.1396458559902385,0.007229550974443555,0.14814752095844597,annthyroid
LOF,3,0.1,1.8257418583505536,10,5000,500,0.26,0.18744449521194478,0.14690849010366946,0.007606841973029077,0.15574154001660645,annthyroid
LOF,3,0.1,1.8257418583505536,11,5000,500,0.22,0.12380016892938268,0.15548824705183506,0.006552113103680313,0.16352376400027424,annthyroid
LOF,3,0.1,1.8257418583505536,12,5000,500,0.24,0.21012637933585387,0.15012893197126687,0.011881944024935365,0.16336348897311836,annthyroid
LOF,3,0.1,1.8257418583505536,13,5000,500,0.24,0.1480870827893267,0.15118671907112002,0.006599019048735499,0.15911916899494827,annthyroid
LOF,3,0.1,1.8257418583505536,14,5000,500,0.3,0.17839136737929107,0.14322376693598926,0.009227077942341566,0.15407224302180111,annthyroid
LOF,3,0.1,1.8257418583505536,15,5000,500,0.32,0.22285602002779478,0.14370452100411057,0.0067185829393565655,0.15183260396588594,annthyroid
LOF,3,0.1,1.8257418583505536,16,5000,500,0.32,0.13184969225661705,0.14373035496100783,0.01040012005250901,0.1556792069459334,annthyroid
LOF,3,0.1,1.8257418583505536,17,5000,500,0.18,0.2191277938926439,0.14688927098177373,0.006759468000382185,0.15496360906399786,annthyroid
LOF,3,0.1,1.8257418583505536,18,5000,500,0.26,0.26988923661051195,0.14712180593051016,0.007310368004254997,0.1558463090332225,annthyroid
LOF,3,0.1,1.8257418583505536,19,5000,500,0.3,0.2141245210767861,0.13938110694289207,0.006446618004702032,0.14716415398288518,annthyroid
LOF,3,0.1,1.8257418583505536,20,5000,500,0.28,0.1801453745982547,0.13848292105831206,0.0068089080741629004,0.14671608805656433,annthyroid
LOF,3,0.1,1.8257418583505536,21,5000,500,0.22,0.1401546795747311,0.13652346399612725,0.007174355909228325,0.14500732207670808,annthyroid
LOF,3,0.1,1.8257418583505536,22,5000,500,0.16,0.1886213372024493,0.1434773210203275,0.010102992062456906,0.15506772603839636,annthyroid
LOF,3,0.1,1.8257418583505536,23,5000,500,0.3,0.2023919329297624,0.14405087800696492,0.006070677074603736,0.15141653292812407,annthyroid
LOF,3,0.1,1.8257418583505536,24,5000,500,0.26,0.17183971627613645,0.14208213007077575,0.006468523060902953,0.14947729196865112,annthyroid
LOF,3,0.1,1.8257418583505536,25,5000,500,0.24,0.3141119178100071,0.14143226796295494,0.007338845985941589,0.15002091391943395,annthyroid
LOF,3,0.1,1.8257418583505536,26,5000,500,0.24,0.15096239974886572,0.15185095695778728,0.0069305290235206485,0.16018847201485187,annthyroid
LOF,3,0.1,1.8257418583505536,27,5000,500,0.22,0.18232972274602363,0.14001530909445137,0.007028469000943005,0.1484440310159698,annthyroid
LOF,3,0.1,1.8257418583505536,28,5000,500,0.42,0.2454260010402745,0.14063486899249256,0.005528631969355047,0.14751467108726501,annthyroid
LOF,3,0.1,1.8257418583505536,29,5000,500,0.24,0.17853066932806963,0.13679619401227683,0.0066884380066767335,0.14475534507073462,annthyroid
LOF,3,0.2,1.2909944487358056,0,5000,1000,0.42,0.28190551997809227,0.14828491199295968,0.014012302039191127,0.16379989101551473,annthyroid
LOF,3,0.2,1.2909944487358056,1,5000,1000,0.27,0.24451107728776558,0.14510292501654476,0.013306534034200013,0.15999278391245753,annthyroid
LOF,3,0.2,1.2909944487358056,2,5000,1000,0.33,0.2660318107907433,0.14269849203992635,0.01719676493667066,0.1613722660113126,annthyroid
LOF,3,0.2,1.2909944487358056,3,5000,1000,0.31,0.21683343003846955,0.13654866896104068,0.014995340025052428,0.1530629649059847,annthyroid
LOF,3,0.2,1.2909944487358056,4,5000,1000,0.34,0.30834403871992844,0.1465683850692585,0.014565010904334486,0.16282035107724369,annthyroid
LOF,3,0.2,1.2909944487358056,5,5000,1000,0.33,0.19604497874069193,0.1517809060169384,0.018567649996839464,0.17193069495260715,annthyroid
LOF,3,0.2,1.2909944487358056,6,5000,1000,0.33,0.2699964167032583,0.1551635570358485,0.014130313997156918,0.17095724097453058,annthyroid
LOF,3,0.2,1.2909944487358056,7,5000,1000,0.3,0.24599658513418188,0.1529996719909832,0.013989839004352689,0.16858565399888903,annthyroid
LOF,3,0.2,1.2909944487358056,8,5000,1000,0.25,0.21927645823965985,0.1531055640662089,0.012684209970757365,0.167690770002082,annthyroid
LOF,3,0.2,1.2909944487358056,9,5000,1000,0.39,0.30105260641878445,0.15324314392637461,0.02165847097057849,0.17698332504369318,annthyroid
LOF,3,0.2,1.2909944487358056,10,5000,1000,0.28,0.2891895545382514,0.15439277607947588,0.013255489058792591,0.16912674298509955,annthyroid
LOF,3,0.2,1.2909944487358056,11,5000,1000,0.32,0.2774063793132065,0.15515281108673662,0.016927737975493073,0.17355537007097155,annthyroid
LOF,3,0.2,1.2909944487358056,12,5000,1000,0.4,0.27440890878196167,0.1582170679466799,0.018074314924888313,0.17783848894760013,annthyroid
LOF,3,0.2,1.2909944487358056,13,5000,1000,0.39,0.23196454325735205,0.15542159299366176,0.01417339697945863,0.1711136189987883,annthyroid
LOF,3,0.2,1.2909944487358056,14,5000,1000,0.32,0.27603599674737656,0.16215420293156058,0.017673084046691656,0.18135913705918938,annthyroid
LOF,3,0.2,1.2909944487358056,15,5000,1000,0.38,0.2915425081327651,0.15263983304612339,0.01706417603418231,0.17144482303410769,annthyroid
LOF,3,0.2,1.2909944487358056,16,5000,1000,0.34,0.29619925177269946,0.16367175709456205,0.02369999000802636,0.18903650692664087,annthyroid
LOF,3,0.2,1.2909944487358056,17,5000,1000,0.31,0.22034985910894284,0.15679662209004164,0.020132498000748456,0.1784602089319378,annthyroid
LOF,3,0.2,1.2909944487358056,18,5000,1000,0.34,0.2658150655013802,0.16135917301289737,0.016349194920621812,0.17918850702699274,annthyroid
LOF,3,0.2,1.2909944487358056,19,5000,1000,0.33,0.2566969374288948,0.16075836005620658,0.01470966695342213,0.1772163489367813,annthyroid
LOF,3,0.2,1.2909944487358056,20,5000,1000,0.25,0.27430695427243046,0.15430806297808886,0.013604018953628838,0.17004712799098343,annthyroid
LOF,3,0.2,1.2909944487358056,21,5000,1000,0.33,0.26067784400644256,0.15164730604737997,0.014494603034108877,0.16791191510856152,annthyroid
LOF,3,0.2,1.2909944487358056,22,5000,1000,0.23,0.23955592264047518,0.15521769598126411,0.01613404497038573,0.17291982599999756,annthyroid
LOF,3,0.2,1.2909944487358056,23,5000,1000,0.34,0.29624016968591727,0.15767977805808187,0.014370322111062706,0.17450356599874794,annthyroid
LOF,3,0.2,1.2909944487358056,24,5000,1000,0.31,0.24745563872616014,0.1590008829953149,0.01309654104989022,0.17370673001278192,annthyroid
LOF,3,0.2,1.2909944487358056,25,5000,1000,0.33,0.30109256960413927,0.15766394999809563,0.014931409037671983,0.17414194892626256,annthyroid
LOF,3,0.2,1.2909944487358056,26,5000,1000,0.3,0.25588336528181926,0.14978411397896707,0.013867837958969176,0.16518420109059662,annthyroid
LOF,3,0.2,1.2909944487358056,27,5000,1000,0.38,0.2608923567291673,0.15476096991915256,0.016614011023193598,0.17345998401287943,annthyroid
LOF,3,0.2,1.2909944487358056,28,5000,1000,0.34,0.2847781850548112,0.14936398493591696,0.01953886402770877,0.17045032908208668,annthyroid
LOF,3,0.2,1.2909944487358056,29,5000,1000,0.33,0.25163688340090007,0.15990200696978718,0.014491943060420454,0.1758623969508335,annthyroid
LOF,5,0.05,2.0,0,5000,250,0.24,0.26518606129241407,0.17585520795546472,0.004655638011172414,0.18179540091659874,annthyroid
LOF,5,0.05,2.0,1,5000,250,0.2,0.19269997816997025,0.17285640502814204,0.0047596709337085485,0.17894408397842199,annthyroid
LOF,5,0.05,2.0,2,5000,250,0.4,0.25257083303159794,0.17703651799820364,0.004810579004697502,0.183089553960599,annthyroid
LOF,5,0.05,2.0,3,5000,250,0.48,0.31570968062946264,0.1798173040151596,0.0044910539872944355,0.18547598202712834,annthyroid
LOF,5,0.05,2.0,4,5000,250,0.28,0.371784995918689,0.17720001004636288,0.004353123949840665,0.18272162601351738,annthyroid
LOF,5,0.05,2.0,5,5000,250,0.32,0.33711157703985817,0.17303305491805077,0.00553141999989748,0.1799683510325849,annthyroid
LOF,5,0.05,2.0,6,5000,250,0.4,0.23372716476921981,0.1748744660289958,0.004338163998909295,0.18042682693339884,annthyroid
LOF,5,0.05,2.0,7,5000,250,0.28,0.27782986435637064,0.17631835397332907,0.004305931972339749,0.18180053995456547,annthyroid
LOF,5,0.05,2.0,8,5000,250,0.24,0.28314080133055175,0.17765482608228922,0.005101932096295059,0.18391133600380272,annthyroid
LOF,5,0.05,2.0,9,5000,250,0.2,0.32571193120004177,0.17591490503400564,0.006055927951820195,0.1832223259843886,annthyroid
LOF,5,0.05,2.0,10,5000,250,0.32,0.28327424738509377,0.18139828997664154,0.004146932042203844,0.18681005598045886,annthyroid
LOF,5,0.05,2.0,11,5000,250,0.28,0.29757000445450177,0.17442310496699065,0.0060415249317884445,0.18193936301395297,annthyroid
LOF,5,0.05,2.0,12,5000,250,0.4,0.2969128127074319,0.17817853693850338,0.005719679989852011,0.18509792897384614,annthyroid
LOF,5,0.05,2.0,13,5000,250,0.36,0.29279926209313767,0.17745954194106162,0.0044773389818146825,0.1831557060359046,annthyroid
LOF,5,0.05,2.0,14,5000,250,0.28,0.31549360677171623,0.17580940597690642,0.005667526973411441,0.18298011901788414,annthyroid
LOF,5,0.05,2.0,15,5000,250,0.32,0.25054922689784387,0.18019731901586056,0.005643679993227124,0.18730357091408223,annthyroid
LOF,5,0.05,2.0,16,5000,250,0.36,0.23644027719972008,0.1818879870697856,0.004266206058673561,0.1873851689742878,annthyroid
LOF,5,0.05,2.0,17,5000,250,0.28,0.25187198518678083,0.17860116402152926,0.005184240988455713,0.18525545799639076,annthyroid
LOF,5,0.05,2.0,18,5000,250,0.24,0.3807391475401188,0.17778153799008578,0.004609644063748419,0.1835847010370344,annthyroid
LOF,5,0.05,2.0,19,5000,250,0.28,0.37372394513378565,0.17403673799708486,0.005250554997473955,0.180765860946849,annthyroid
LOF,5,0.05,2.0,20,5000,250,0.32,0.2644838699893196,0.17244642204605043,0.00628488406073302,0.18018996191676706,annthyroid
LOF,5,0.05,2.0,21,5000,250,0.36,0.41584727582678727,0.17526649695355445,0.004446713952347636,0.18095531000290066,annthyroid
LOF,5,0.05,2.0,22,5000,250,0.32,0.22290507244846217,0.17439065605867654,0.007216707104817033,0.18285321502480656,annthyroid
LOF,5,0.05,2.0,23,5000,250,0.36,0.36753591711027594,0.18093345500528812,0.004248987999744713,0.18645276105962694,annthyroid
LOF,5,0.05,2.0,24,5000,250,0.28,0.2014879106065035,0.16944486100692302,0.0056967539712786674,0.1765778709668666,annthyroid
LOF,5,0.05,2.0,25,5000,250,0.52,0.1738134352041951,0.17777108796872199,0.004530731006525457,0.1835240670479834,annthyroid
LOF,5,0.05,2.0,26,5000,250,0.28,0.3339455044214747,0.17480285302735865,0.004648262984119356,0.18078932899516076,annthyroid
LOF,5,0.05,2.0,27,5000,250,0.28,0.2406300328946934,0.18532517098356038,0.004514419008046389,0.1912084249779582,annthyroid
LOF,5,0.05,2.0,28,5000,250,0.4,0.28209730407248,0.17920667305588722,0.004011802026070654,0.18459546996746212,annthyroid
LOF,5,0.05,2.0,29,5000,250,0.2,0.4049808073084979,0.17074103909544647,0.0046667910646647215,0.17658177996054292,annthyroid
LOF,5,0.1,1.414213562373095,0,5000,500,0.36,0.31086001233799054,0.17867479205597192,0.008295094943605363,0.18853833305183798,annthyroid
LOF,5,0.1,1.414213562373095,1,5000,500,0.42,0.3492426404253115,0.1775478629861027,0.01071311195846647,0.18966175406239927,annthyroid
LOF,5,0.1,1.414213562373095,2,5000,500,0.34,0.37875621536879267,0.17900296999141574,0.0072730520041659474,0.1875838409177959,annthyroid
LOF,5,0.1,1.414213562373095,3,5000,500,0.38,0.25228315532452483,0.1734332450432703,0.009852872928604484,0.18468367494642735,annthyroid
LOF,5,0.1,1.414213562373095,4,5000,500,0.46,0.35916464471795645,0.17676865705288947,0.007331631029956043,0.18554405798204243,annthyroid
LOF,5,0.1,1.414213562373095,5,5000,500,0.38,0.3021661704524751,0.17867528996430337,0.007725229952484369,0.18800673307850957,annthyroid
LOF,5,0.1,1.414213562373095,6,5000,500,0.38,0.3704446942803296,0.18046485097147524,0.006957851932384074,0.1889235689304769,annthyroid
LOF,5,0.1,1.414213562373095,7,5000,500,0.26,0.3141731221601673,0.193642633035779,0.007516401004977524,0.20306828303728253,annthyroid
LOF,5,0.1,1.414213562373095,8,5000,500,0.42,0.36759237070274486,0.18900253996253014,0.00749512598849833,0.1978617439744994,annthyroid
LOF,5,0.1,1.414213562373095,9,5000,500,0.34,0.2992251967897497,0.20101502200122923,0.008480558055453002,0.21086346195079386,annthyroid
LOF,5,0.1,1.414213562373095,10,5000,500,0.36,0.38388376321068796,0.1881021549925208,0.010838354006409645,0.20035127794835716,annthyroid
LOF,5,0.1,1.414213562373095,11,5000,500,0.3,0.2646820530708641,0.18466689193155617,0.008718964993022382,0.19482067099306732,annthyroid
LOF,5,0.1,1.414213562373095,12,5000,500,0.32,0.2906130927191137,0.1937945040408522,0.007629182073287666,0.20282364799641073,annthyroid
LOF,5,0.1,1.414213562373095,13,5000,500,0.46,0.31113361254256156,0.1902780010132119,0.008324538939632475,0.200123664108105,annthyroid
LOF,5,0.1,1.414213562373095,14,5000,500,0.48,0.34930820643439286,0.20118303201161325,0.009288581903092563,0.2122079860419035,annthyroid
LOF,5,0.1,1.414213562373095,15,5000,500,0.44,0.31703235239273986,0.18789405294228345,0.009454956045374274,0.19869864906650037,annthyroid
LOF,5,0.1,1.414213562373095,16,5000,500,0.42,0.3130482691010212,0.18409787805285305,0.009217479033395648,0.1947561060078442,annthyroid
LOF,5,0.1,1.414213562373095,17,5000,500,0.34,0.33708698969928297,0.19030450796708465,0.008821959956549108,0.20056775002740324,annthyroid
LOF,5,0.1,1.414213562373095,18,5000,500,0.34,0.3904054127385702,0.19235855503939092,0.008343947934918106,0.20232435793150216,annthyroid
LOF,5,0.1,1.414213562373095,19,5000,500,0.48,0.35690569655514354,0.18909866700414568,0.010282794944941998,0.20079096395056695,annthyroid
LOF,5,0.1,1.414213562373095,20,5000,500,0.36,0.3134490272972187,0.1838337880326435,0.008154376992024481,0.19353027502074838,annthyroid
LOF,5,0.1,1.414213562373095,21,5000,500,0.38,0.3566941527931572,0.18888025602791458,0.01097973296418786,0.20128714793827385,annthyroid
LOF,5,0.1,1.414213562373095,22,5000,500,0.32,0.33254411387340904,0.19725452596321702,0.007565347943454981,0.20617483591195196,annthyroid
LOF,5,0.1,1.414213562373095,23,5000,500,0.46,0.3366755076645804,0.1806642619194463,0.007664887001737952,0.19006187201011926,annthyroid
LOF,5,0.1,1.414213562373095,24,5000,500,0.34,0.3397766257353711,0.1998618389479816,0.008293590974062681,0.21264238003641367,annthyroid
LOF,5,0.1,1.414213562373095,25,5000,500,0.46,0.36249045875638974,0.19189058197662234,0.00850742997135967,0.20181410002987832,annthyroid
LOF,5,0.1,1.414213562373095,26,5000,500,0.36,0.3500377389754641,0.19719591701868922,0.01027458708267659,0.20919071696698666,annthyroid
